185.49.14.190 - - [21/Sep/2021:08:57:09 +0200] "GET http://testp5.mielno.lubin.pl/testproxy.php HTTP/1.1" 499 0 "-" "Mozilla/5.0 (Windows NT 5.1; rv:32.0) Gecko/20100101 Firefox/31.0"
54.224.20.199 - - [21/Sep/2021:11:01:51 +0200] "GET / HTTP/1.1" 499 0 "-" "Cloud mapping experiment searching for shoutcast servers. Contact research@pdrlabs.net"
54.224.20.199 - - [21/Sep/2021:11:01:51 +0200] "HEAD / HTTP/1.1" 499 0 "-" "Cloud mapping experiment. Contact research@pdrlabs.net"
141.135.99.155 - - [21/Sep/2021:13:07:45 +0200] "HEAD /robots.txt HTTP/1.0" 499 0 "-" "-"
144.76.78.194 - - [21/Sep/2021:13:55:35 +0200] "GET / HTTP/1.1" 499 0 "-" "Python-urllib/2.7"
144.76.78.194 - - [21/Sep/2021:13:55:46 +0200] "GET /script HTTP/1.1" 499 0 "-" "Python-urllib/2.7"
144.76.78.194 - - [21/Sep/2021:13:55:56 +0200] "GET /jmx-console HTTP/1.1" 499 0 "-" "Python-urllib/2.7"
144.76.78.194 - - [21/Sep/2021:13:56:06 +0200] "GET /msd HTTP/1.1" 499 0 "-" "Python-urllib/2.7"
144.76.78.194 - - [21/Sep/2021:13:56:17 +0200] "GET /phpmyadmin HTTP/1.1" 499 0 "-" "Python-urllib/2.7"
144.76.78.194 - - [21/Sep/2021:13:56:27 +0200] "GET / HTTP/1.1" 499 0 "-" "Python-urllib/2.7"
144.76.78.194 - - [21/Sep/2021:13:56:37 +0200] "GET /sqlite/main.php HTTP/1.1" 499 0 "-" "Python-urllib/2.7"
144.76.78.194 - - [21/Sep/2021:13:56:48 +0200] "GET /SQLite/SQLiteManager-1.2.4/main.php HTTP/1.1" 499 0 "-" "Python-urllib/2.7"
144.76.78.194 - - [21/Sep/2021:13:56:58 +0200] "GET /SQLiteManager-1.2.4/main.php HTTP/1.1" 499 0 "-" "Python-urllib/2.7"
144.76.78.194 - - [21/Sep/2021:13:57:08 +0200] "GET /sqlitemanager/main.php HTTP/1.1" 499 0 "-" "Python-urllib/2.7"
144.76.78.194 - - [21/Sep/2021:13:57:19 +0200] "GET /SQlite/main.php HTTP/1.1" 499 0 "-" "Python-urllib/2.7"
144.76.78.194 - - [21/Sep/2021:13:57:29 +0200] "GET /SQLiteManager/main.php HTTP/1.1" 499 0 "-" "Python-urllib/2.7"
185.25.151.159 - - [21/Sep/2021:16:32:34 +0200] "GET http://testp2.czar.bielawa.pl/testproxy.php HTTP/1.1" 499 0 "-" "Mozilla/5.0 (Windows NT 5.1; rv:32.0) Gecko/20100101 Firefox/31.0"
94.102.48.194 - - [21/Sep/2021:18:11:28 +0200] "GET / HTTP/1.0" 499 0 "-" "masscan/1.0 (https://github.com/robertdavidgraham/masscan)"
162.252.240.124 - - [21/Sep/2021:22:40:26 +0200] "GET http://162.252.240.124:80/gw.php HTTP/1.1" 499 0 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.107 Safari/537.36"
92.222.220.41 - - [21/Sep/2021:23:08:16 +0200] "GET /w00tw00t.at.ISC.SANS.DFind:) HTTP/1.1" 400 181 "-" "-"
5.135.213.197 - - [21/Sep/2021:23:30:14 +0200] "GET / HTTP/1.1" 499 0 "-" "Python-urllib/2.6"
5.135.213.197 - - [21/Sep/2021:23:30:25 +0200] "GET /script HTTP/1.1" 499 0 "-" "Python-urllib/2.6"
5.135.213.197 - - [21/Sep/2021:23:30:35 +0200] "GET /jmx-console HTTP/1.1" 499 0 "-" "Python-urllib/2.6"
5.135.213.197 - - [21/Sep/2021:23:30:45 +0200] "GET /msd HTTP/1.1" 499 0 "-" "Python-urllib/2.6"
5.135.213.197 - - [21/Sep/2021:23:30:55 +0200] "GET /phpmyadmin HTTP/1.1" 499 0 "-" "Python-urllib/2.6"
5.135.213.197 - - [21/Sep/2021:23:31:06 +0200] "GET / HTTP/1.1" 499 0 "-" "Python-urllib/2.6"
5.135.213.197 - - [21/Sep/2021:23:31:16 +0200] "GET /sqlite/main.php HTTP/1.1" 499 0 "-" "Python-urllib/2.6"
5.135.213.197 - - [21/Sep/2021:23:31:26 +0200] "GET /SQLite/SQLiteManager-1.2.4/main.php HTTP/1.1" 499 0 "-" "Python-urllib/2.6"
5.135.213.197 - - [21/Sep/2021:23:31:38 +0200] "GET /SQLiteManager-1.2.4/main.php HTTP/1.1" 499 0 "-" "Python-urllib/2.6"
5.135.213.197 - - [21/Sep/2021:23:31:48 +0200] "GET /sqlitemanager/main.php HTTP/1.1" 499 0 "-" "Python-urllib/2.6"
5.135.213.197 - - [21/Sep/2021:23:31:58 +0200] "GET /SQlite/main.php HTTP/1.1" 499 0 "-" "Python-urllib/2.6"
5.135.213.197 - - [21/Sep/2021:23:32:08 +0200] "GET /SQLiteManager/main.php HTTP/1.1" 499 0 "-" "Python-urllib/2.6"
5.135.213.197 - - [21/Sep/2021:23:32:18 +0200] "GET / HTTP/1.1" 499 0 "-" "Python-urllib/2.6"
5.135.213.197 - - [21/Sep/2021:23:32:28 +0200] "GET //wp-login.php HTTP/1.1" 499 0 "-" "Python-urllib/2.6"
5.135.213.197 - - [21/Sep/2021:23:32:38 +0200] "GET /wordpress/wp-login.php HTTP/1.1" 499 0 "-" "Python-urllib/2.6"
5.135.213.197 - - [21/Sep/2021:23:32:49 +0200] "GET /wp/wp-login.php HTTP/1.1" 499 0 "-" "Python-urllib/2.6"
5.135.213.197 - - [21/Sep/2021:23:32:59 +0200] "GET /blog/wp-login.php HTTP/1.1" 499 0 "-" "Python-urllib/2.6"
5.135.213.197 - - [21/Sep/2021:23:33:09 +0200] "GET /Wordpress/wp-login.php HTTP/1.1" 499 0 "-" "Python-urllib/2.6"
192.99.144.140 - - [22/Sep/2021:00:12:22 +0200] "GET /webdav/ HTTP/1.1" 499 0 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.12) Gecko/20101026 Firefox/3.6.12"
185.49.14.190 - - [22/Sep/2021:02:12:05 +0200] "GET http://testp1.piwo.pila.pl/testproxy.php HTTP/1.1" 499 0 "-" "Mozilla/5.0 (Windows NT 5.1; rv:32.0) Gecko/20100101 Firefox/31.0"
24.138.15.134 - - [22/Sep/2021:03:33:57 +0200] "GET / HTTP/1.1" 499 0 "-" "-"
158.69.27.241 - - [22/Sep/2021:04:42:46 +0200] "PROPFIND /webdav/ HTTP/1.1" 499 0 "-" "WEBDAV Client"
69.64.46.86 - - [22/Sep/2021:06:10:41 +0200] "GET /cgi-bin/rtpd.cgi HTTP/1.0" 499 0 "-" "-"
158.69.27.241 - - [22/Sep/2021:06:37:05 +0200] "PROPFIND /webdav/ HTTP/1.1" 499 0 "-" "WEBDAV Client"
82.118.237.104 - - [22/Sep/2021:08:46:28 +0200] "GET / HTTP/1.1" 504 191 "-" "Mozilla/5.0 (Windows NT 5.1; rv:9.0.1) Gecko/20100101 Firefox/9.0.1"
185.49.14.190 - - [22/Sep/2021:12:54:48 +0200] "GET http://testp3.pospr.waw.pl/testproxy.php HTTP/1.1" 499 0 "-" "Mozilla/5.0 (Windows NT 5.1; rv:32.0) Gecko/20100101 Firefox/31.0"
178.239.50.140 - - [22/Sep/2021:16:04:58 +0200] "GET / HTTP/1.0" 400 181 "-" "-"
117.21.174.101 - - [22/Sep/2021:17:12:18 +0200] "POST /script HTTP/1.1" 499 0 "http://37.187.142.89/script" "Mozilla/4.0 (compatible; MSIE 9.0; Windows NT 6.1; 2Pac; .NET CLR 2.0.50727; .NET CLR 3.0.04506.648; .NET CLR 3.5.21022)"
158.69.27.241 - - [22/Sep/2021:17:24:14 +0200] "PROPFIND /webdav/ HTTP/1.1" 499 0 "-" "WEBDAV Client"
5.39.222.253 - - [22/Sep/2021:17:42:02 +0200] "GET / HTTP/1.0" 499 0 "-" "masscan/1.0 (https://github.com/robertdavidgraham/masscan)"
182.118.60.54 - - [22/Sep/2021:19:00:21 +0200] "GET / HTTP/1.1" 499 0 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2251.0 Safari/537.36"
